	R0.1.1	R0.2.1	R0.3.1	R0.5.1	R0.6.1	R0.7.1	R0.8.1	R0.9.1	R0.10.1	PR.2.1	PR.3.1	PR.4.1	PR.5.1	PR.7.1	PR.8.1	PR.9.1	PR.10.1	ER.1.1	ER.5.1	ER.6.1	ER.7.1	ER.10.1
ENSG00000240207	0.769501726877342	0.852540409645727	-0.858402625229854	0.670155853207805	-0.712367329308848	-0.300872429306145	-0.632286255907254	-0.492575669652896	-0.632286255907254	2.09772731128767	2.00222583009292	1.73925188976602	1.14693253506787	2.21353362188937	1.64799618123241	1.809546417462	0.900518043168831	0.959806007104218	0.751466588738857	1.80853847897042	0.692970449032337	1.96532112538873
ANXA2R-OT1	-1.283293932688	-1.33081442093857	-0.644468562908341	-0.621085514630594	-0.83566613611834	-1.48972271660889	-0.569253143232383	-2.20165596620407	-0.70640866103398	1.76451792468481	-0.187772376156199	0.472327869423196	0.539071260811696	0.250568693904096	-0.55751101108353	0.651262040982967	-0.471542282851917	-0.0981699296262795	0.915379829612352	-0.552060291553486	0.985395968200096	1.28162789447689
ENSG00000253552	0.210156503873415	3.69835563613533	-1.68223510750902	-1.81021386637458	1.6138387134819	0.467541584391247	1.10176388245046	3.53576614235664	2.74951069829536	3.99114432173511	0.493810788700018	3.38153390044206	4.27857639831186	2.46154015122497	5.18636018655299	4.87344786975176	3.55835856717722	5.17061271454353	4.75552659232243	5.62222869740029	5.92605948112161	4.14418544361132
HMGA2-AS1	3.42322754211291	3.49117868032793	3.75069281489313	3.67432898389568	5.32040321146788	2.77606288996677	4.20575060210443	2.99732880773453	4.03446597589053	0.651262040982967	1.55308956149091	1.38594675595416	1.56653790353484	-0.224737928843637	0.481882648481527	0.539071260811696	3.65297931554896	1.65607941738741	3.12083542679404	-1.7641738329556	4.23517389809832	0.733236561645406
HLA-DQB1-AS1	1.30263270457896	1.39244555857888	-0.766366214402852	-0.175367304999441	-1.93383884862728	2.17974833025173	-0.779466409488071	1.15648622575169	2.4644613542323	5.83494366005399	5.33596818429364	4.45839520546761	4.01543707939225	2.16395728233393	3.44451569070421	5.25705142896034	3.38504714859903	-0.192087623373524	0.578755265449757	5.12084741541271	2.43754980519959	2.67175412468179
ENSG00000226308	0.63692507329314	1.32397710589312	1.4152328372805	3.11809191683709	3.15984245795653	1.46275756565235	1.88573433437156	0.395072658216453	3.4886327792166	-2.38441753576491	-0.540761437656269	-0.850473232246567	0.790830591891592	0.560287397480314	-1.3560164876633	-2.57575626982724	1.18587322591972	0.592137361227588	-1.3560164876633	2.32105300343553	1.04912576086672	-1.85782167677334
ENSG00000214719	-0.83566613611834	-0.0981699296262795	-0.121034537733684	1.7281494643346	-1.41270076406011	-1.3560164876633	-0.0872891104091345	-0.310717051412296	0.0910232510279148	0.270488724562044	1.1405507220782	0.835773835153673	0.940669442704992	1.10018620858781	1.24010582351998	0.850571494657143	0.788850507581733	0.935069025919997	0.94230385418595	-0.048484168438379	1.20424400908482	0.61191577071232
PCBP1-AS1	3.09486522014374	2.34572023159203	3.33466928502983	5.13097369130264	3.27499681071013	3.66178536110537	3.36483069898328	3.50293113439221	3.4620438488812	2.87173783971192	1.97053849207299	3.27499681071013	2.22028177664359	1.55188616890596	0.522476086607956	2.19114381564294	2.96102532559	2.27851111806559	2.86028051174397	2.47576499911898	2.56684246911844	2.3226479721826
LOC107984399	2.79372253982637	1.29431848030435	2.56450183483474	1.7089781359256	3.71528743561905	3.92701422099452	4.07392645216029	4.63493004408495	4.64598849915801	0.796364672662414	3.1953367697991	2.15412603971024	0.372516255603789	3.32449290197461	1.86013190799458	-1.08003029175345	-0.746872419040957	1.04067512524249	1.43458840119472	0.300875916137633	2.82686338195409	-1.22517752831337
ENSG00000248996	2.19371548510256	0.317459821611184	0.614069889612605	0.520069934032183	0.915379829612352	1.04416634329384	-0.314856965277356	0.887930578122581	2.76012518158832	4.03524059443541	4.04623027916766	2.63048275397904	1.77222183578305	3.30735341737364	3.16042235906528	3.49309598802504	2.32024804439853	-0.224737928843637	1.52527683028995	2.34253012540918	2.88300041895563	3.02523740861462
HCP5	2.5055893548743	2.9446923343914	1.32267123454304	0.458159921818101	0.24204912725968	1.17212553360544	0.448250234838853	0.594748695717687	1.84777873033552	3.2561921368915	3.80008563339981	2.15590201317246	3.00452708681912	2.02984717628815	3.76614242435158	2.89447861829544	2.36186719732833	2.97560424824087	-0.187772376156199	3.49117868032793	3.46255669366677	2.52769248132185
LINC02649	1.44112898290793	0.488976344344974	1.47930159387625	1.48071953068231	-0.200429435310006	1.06380581442558	-1.21342871611815	-0.800017185975006	-1.16894085490828	1.81271265695712	4.01015031032211	2.16661225574586	1.54843221438653	1.83153269432676	3.18053526723449	0.517696682750979	0.377726762945009	2.5305367760501	1.67932816030215	2.80825478551287	-0.208446373438202	1.91725496985229
ZNF436-AS1	6.96517500555517	6.0983726894112	6.30510303941431	6.46454162552387	6.63483566904654	6.71452296013866	5.79555522336593	6.54534371671413	6.30835281509636	5.47985880068503	4.55229574510592	6.79994341444145	5.47639538954089	5.4779763380548	5.46828062498917	5.70742364693399	5.76289466545828	6.11519635152134	6.45747677095119	5.28415528554427	5.64061593801162	5.96471444607412
ENSG00000177822	-3.16311257305382	-0.562861568567773	-2.5077367243244	-1.72131053459146	-1.99315326889941	-2.76038271206424	-0.552060291553486	-0.524487784013768	-2.15615958114994	0.192704340526539	-0.58124154868928	-0.700062224999159	0.616541982985704	0.539071260811696	0.15612139850251	0.520069934032183	1.64908961810342	-0.953202622706043	-1.81021386637458	-0.827694767852163	-2.9894303906846	1.88981065254446
MSC-AS1	0.76356410213628	1.13028361519071	0.557954570376817	0.618728125787395	-2.05571611168449	-2.24037028023166	-2.9894303906846	-0.937249937558633	-0.597877715256851	1.21015441634242	1.26083262590516	-0.00694035795199444	1.31103729575049	0.503381085715448	1.20566330236503	1.01765124287999	1.49827326940083	0.539071260811696	0.531958529588041	0.207278406692778	-0.58124154868928	1.13367006649514
LINC03041	-0.546767789022151	-1.38294023592472	1.26083262590516	1.37528186889244	0.880596671785126	-0.440512596179961	0.0515788733195013	-0.953202622706043	-0.406113315945607	-1.48972271660889	-1.09969101333732	-1.62491773568843	-1.85782167677334	-1.44667859910407	-0.592376908632441	0.292891327720441	-1.0120800701268	-2.12066391491435	-0.386648042845436	-1.7867928584488	-0.68202683355443	-0.575591345431539
TNS2-AS1	3.57008366362947	3.43288690500925	2.66423729951595	3.79665572366653	4.09654251030098	4.91358144790189	3.54743509402995	2.76012518158832	2.61164400482013	2.4314957921723	2.32753422237041	3.22836983298746	3.46869043963788	2.57268638590885	0.924219187314189	2.15244543957408	2.28517890721391	2.90945822183322	2.40636209410102	3.55320647769144	2.87543803600657	1.55308956149091
